keyword,city,source_file,ranking,title,link,snippet,business_name,rating,review_count,official_website,top_3_reviews,profile_updates,attributes,product_listings,domain,domain_authority,page_authority,spam_score,backlinks_count,referring_domains,pages_to_domain,top_backlinks,trust_flow
property tax attorney near me,San Rafael,TaxationLaw-LongTail-- San Rafael.xlsx,2,Property Tax Planning | San Rafael California,https://www.realestateinvestorlaw.com/create-my-estate-plan/property-tax-planning/,"Property tax rules are subject to change, so be sure to talk to a lawyer about the necessary steps for the distribution of property from a trust or any other ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,realestateinvestorlaw.com,25,32,1,2775,348,36255,,
property tax appeal attorney near me,San Rafael,TaxationLaw-LongTail-- San Rafael.xlsx,2,Property Tax Planning | San Rafael California,https://www.realestateinvestorlaw.com/create-my-estate-plan/property-tax-planning/,"Property tax rules are subject to change, so be sure to talk to a lawyer about the necessary steps for the distribution of property from a trust or any other ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,realestateinvestorlaw.com,25,32,1,2775,348,36255,,
property tax appeal attorney near me,San Rafael,TaxationLaw-LongTail-- San Rafael.xlsx,3,"TOP 10 BEST Property Tax Appeal in San Rafael, CA - Updated ...",https://m.yelp.com/search?find_desc=Property+Tax+Appeal&find_loc=San+Rafael%2C+CA&start=23,"Top 10 Best Property Tax Appeal in San Rafael, CA - January 2025 - Yelp - Miller's Mobile Tax Service, TaxVista, Windham Solutions, TaxDen, Americas Tax ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,m.yelp.com,0,0,0,0,0,0,,
property tax lawyer near me,San Rafael,TaxationLaw-LongTail-- San Rafael.xlsx,1,Property Tax Planning | San Rafael California,https://www.realestateinvestorlaw.com/create-my-estate-plan/property-tax-planning/,"Property tax rules are subject to change, so be sure to talk to a lawyer about the necessary steps for the distribution of property from a trust or any other ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,realestateinvestorlaw.com,25,32,1,2775,348,36255,,
irs tax lawyer near me,San Rafael,TaxationLaw-LongTail-- San Rafael.xlsx,3,"San Rafael Tax Attorney for IRS Audits, Back Taxes, and Tax Liens",https://victorytaxlaw.com/san-rafael-tax-attorney/,"San Rafael Tax attorneys specializing in IRS audits, back taxes, tax liens, offers in Compromise, audit defense, and tax relief solutions.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,victorytaxlaw.com,30,37,-1,890,329,890,,
property tax appeal lawyer near me,San Rafael,TaxationLaw-LongTail-- San Rafael.xlsx,3,Real Estate Investor Law Firm in California | San Rafael Real Estate ...,https://www.realestateinvestorlaw.com/,California real estate investor's lawyers. Call Lerman Law Partners at 866-671-5902. Representing investors throughout California.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,realestateinvestorlaw.com,25,32,1,2775,348,36255,,
real estate tax lawyer near me,San Rafael,TaxationLaw-LongTail-- San Rafael.xlsx,2,Real Estate Investor Law Firm in California | San Rafael Real Estate ...,https://www.realestateinvestorlaw.com/,California real estate investor's lawyers. Call Lerman Law Partners at 866-671-5902. Representing investors throughout California.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,realestateinvestorlaw.com,25,32,1,2775,348,36255,,
real estate tax attorney near me,San Rafael,TaxationLaw-LongTail-- San Rafael.xlsx,2,Real Estate Investor Law Firm in California | San Rafael Real Estate ...,https://www.realestateinvestorlaw.com/,California real estate investor's lawyers. Call Lerman Law Partners at 866-671-5902. Representing investors throughout California.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,realestateinvestorlaw.com,25,32,1,2775,348,36255,,
real estate tax attorney near me,San Rafael,TaxationLaw-LongTail-- San Rafael.xlsx,3,DeMartini Walker & Ghaedi LLP,https://marinrealestatelawyer.com/,"Located in Marin County, CA. Trusted experts in real estate and business law. Advocating for individuals, families, investors and entities since 1991.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,marinrealestatelawyer.com,8,22,-1,44,29,65,,
cheap dui lawyers,San Rafael,DUI-HighVolume-- San Rafael.xlsx,2,Free & Low Cost Legal Help - Canal Alliance,https://www.canalalliance.org/app-services/legal-referrals/,Free & Low Cost Legal Help. Bay Area Legal Aid. (415) 354-6360. Offices in various locations around the Bay Area; Focuses on cases including: Legal advice line ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,canalalliance.org,39,41,14,3991,780,5147,,
affordable dui lawyers,San Rafael,DUI-HighVolume-- San Rafael.xlsx,1,San Rafael Multiple DUI Lawyer | Call 415-729-7300 - Paul Burglin,https://www.burglin.com/san-rafael-multiple-dui-lawyer,"Have you been charged with a second or repeat drunk driving offense in San Rafael? Our board certified, experienced California DUI defense lawyer can help.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,burglin.com,19,30,1,5798,276,1358379,,
affordable dui lawyers,San Rafael,DUI-HighVolume-- San Rafael.xlsx,3,Marin County DUI Attorney | The Law Office of Robert Tayac,https://www.marincountydui.com/,Specializing in DUI Defense in Marin County & All Bay Area Counties · Marin County DUI Criminal Case · Marin County DUI Process · Marin County DUI Defense Lawyer.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,marincountydui.com,11,26,3,377,76,1858,,
tax attorney san rafael,San Rafael,TaxationLaw-LongTail-- San Rafael.xlsx,1,"Marin County, San Rafael, California Tax Law, Business Planning ...",https://www.rowlandatty.com/,"The Law Offices of Woodford G. Rowland Attorney at Law in San Rafael, California has 35 years of experience in tax law, business planning and estate ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,rowlandatty.com,15,22,2,142,35,357,,
dui attorney,San Rafael,DUI-HighVolume-- San Rafael.xlsx,1,San Rafael DUI Lawyer | FREE Consultation,https://www.burglin.com/san-rafael-dui-lawyer,"Contact Our San Rafael Drunk Driving Lawyer  Contact Burglin Law Offices, P.C. today at 415-729-7300 to schedule a free consultation. Our firm serves clients throughout Marin County and the greater Bay Area. Let us help you navigate the complexities of your case and move forward with confidence.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,burglin.com,19,30,1,5798,276,1358379,,
dui attorney,San Rafael,DUI-HighVolume-- San Rafael.xlsx,2,San Rafael Multiple DUI Lawyer | Call 415-729-7300 - Paul Burglin,https://www.burglin.com/san-rafael-multiple-dui-lawyer,"Have you been charged with a second or repeat drunk driving offense in San Rafael? Our board certified, experienced California DUI defense lawyer can help.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,burglin.com,19,30,1,5798,276,1358379,,
dui attorney,San Rafael,DUI-HighVolume-- San Rafael.xlsx,3,Marin County DUI Attorney | The Law Office of Robert Tayac,https://www.marincountydui.com/,My office specializes in California DUI law and representing people facing alcohol related driving under the influence charges. I take great pride in having ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,marincountydui.com,11,26,3,377,76,1858,,
dui attorney cost,San Rafael,DUI-HighVolume-- San Rafael.xlsx,1,How much does a DUI lawyer cost? DUI Attorney Fees in San Rafael,https://sfcdui.com/san-rafael-dui-laws/how-much-does-a-dui-lawyer-cost-dui-attorney-fees-san-rafael-california/,The cost of a DUI lawyer in San Rafael depends on many variables. It is almost impossible to generalize since the variable factors can be quite distinct.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,sfcdui.com,7,19,-1,181,20,181,,
dui attorney cost,San Rafael,DUI-HighVolume-- San Rafael.xlsx,2,(415)259-4947 - San Rafael DUI Lawyer Fee Schedule,https://www.californiaduilawyers.co/marin-county-drunk-driving-lawyer/pricing_page.html,"DUI PRICES AS ADVERTISED. $5,000. $7,500. $7,500. Set up DMV hearing, Get ... San Rafael Drunk Driving Attorney · Sausalito DUI Attorney · Tiburon DUI Lawyer ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,californiaduilawyers.co,21,26,7,169,72,41129,,
dui attorney cost,San Rafael,DUI-HighVolume-- San Rafael.xlsx,3,San Rafael DUI Lawyer | FREE Consultation,https://www.burglin.com/san-rafael-dui-lawyer,"For those charged with drunk driving in San Rafael, the DUI process is confusing. Our bay area defense lawyer can help. Board certified attorney who wrote ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,burglin.com,19,30,1,5798,276,1358379,,
dui attorney near me,San Rafael,DUI-HighVolume-- San Rafael.xlsx,1,"San Rafael Drunk Driving Lawyers | Robert Tayac, Attorney At Law",https://www.sanfranciscoduidefense.com/areas-we-serve/san-rafael/,"Contact the Law Office of Robert Tayac  When you hire the Law Office of Robert Tayac, you will know that you are retaining the services of a knowledgeable, experienced and trustworthy DUI defense team. Call San Rafael DUI attorney, Robert Tayac, at (415) 552-6000!",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,sanfranciscoduidefense.com,16,26,3,740,116,21908,,
dui attorney near me,San Rafael,DUI-HighVolume-- San Rafael.xlsx,2,San Rafael Multiple DUI Lawyer | Call 415-729-7300 - Paul Burglin,https://www.burglin.com/san-rafael-multiple-dui-lawyer,"Have you been charged with a second or repeat drunk driving offense in San Rafael? Our board certified, experienced California DUI defense lawyer can help.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,burglin.com,19,30,1,5798,276,1358379,,
dui defense,San Rafael,DUI-HighVolume-- San Rafael.xlsx,1,"San Rafael Drunk Driving Lawyers | Robert Tayac, Attorney At Law",https://www.sanfranciscoduidefense.com/areas-we-serve/san-rafael/,"Contact the Law Office of Robert Tayac  When you hire the Law Office of Robert Tayac, you will know that you are retaining the services of a knowledgeable, experienced and trustworthy DUI defense team. Call San Rafael DUI attorney, Robert Tayac, at (415) 552-6000!",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,sanfranciscoduidefense.com,16,26,3,740,116,21908,,
dui defense,San Rafael,DUI-HighVolume-- San Rafael.xlsx,2,San Rafael Multiple DUI Lawyer | Call 415-729-7300 - Paul Burglin,https://www.burglin.com/san-rafael-multiple-dui-lawyer,"Have you been charged with a second or repeat drunk driving offense in San Rafael? Our board certified, experienced California DUI defense lawyer can help.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,burglin.com,19,30,1,5798,276,1358379,,
dui defense,San Rafael,DUI-HighVolume-- San Rafael.xlsx,3,San Rafael DUI Attorney - The DUI ManThe DUI Man,https://dui1guy.com/san-rafael-dui-attorney/,"Get a Free Consultation from a top San Rafael DUI Attorney – (888) 384-1489 ... Your attorney's experience with DUI, negotiation & litigation abilities, and ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,dui1guy.com,23,32,-1,1463,201,1463,,
dui defense attorney near me,San Rafael,DUI-HighVolume-- San Rafael.xlsx,1,"San Rafael Drunk Driving Lawyers | Robert Tayac, Attorney At Law",https://www.sanfranciscoduidefense.com/areas-we-serve/san-rafael/,"Contact the Law Office of Robert Tayac  When you hire the Law Office of Robert Tayac, you will know that you are retaining the services of a knowledgeable, experienced and trustworthy DUI defense team. Call San Rafael DUI attorney, Robert Tayac, at (415) 552-6000!",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,sanfranciscoduidefense.com,16,26,3,740,116,21908,,
dui defense attorney near me,San Rafael,DUI-HighVolume-- San Rafael.xlsx,2,San Rafael Multiple DUI Lawyer | Call 415-729-7300 - Paul Burglin,https://www.burglin.com/san-rafael-multiple-dui-lawyer,"Have you been charged with a second or repeat drunk driving offense in San Rafael? Our board certified, experienced California DUI defense lawyer can help.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,burglin.com,19,30,1,5798,276,1358379,,
dui defense attorney near me,San Rafael,DUI-HighVolume-- San Rafael.xlsx,3,San Rafael DUI Attorney - The DUI ManThe DUI Man,https://dui1guy.com/san-rafael-dui-attorney/,"Get a Free Consultation from a top San Rafael DUI Attorney – (888) 384-1489 ... Your attorney's experience with DUI, negotiation & litigation abilities, and ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,dui1guy.com,23,32,-1,1463,201,1463,,
dui lawyer,San Rafael,DUI-HighVolume-- San Rafael.xlsx,1,Marin County DUI Attorney | The Law Office of Robert Tayac,https://www.marincountydui.com/,My office specializes in California DUI law and representing people facing alcohol related driving under the influence charges. I take great pride in having ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,marincountydui.com,11,26,3,377,76,1858,,
dui lawyer,San Rafael,DUI-HighVolume-- San Rafael.xlsx,2,San Rafael DUI Lawyer | FREE Consultation,https://www.burglin.com/san-rafael-dui-lawyer,"For those charged with drunk driving in San Rafael, the DUI process is confusing. Our bay area defense lawyer can help. Board certified attorney who wrote ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,burglin.com,19,30,1,5798,276,1358379,,
dui lawyer,San Rafael,DUI-HighVolume-- San Rafael.xlsx,3,John Stanko: Marin County DUI Lawyer | San Rafael Traffic Ticket ...,https://www.stankolaw.com/,Free Consultation - Call 415-755-8899 - John Stanko aggressively represents the accused against charges in DUI and Traffic Ticket Defense cases.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,stankolaw.com,15,28,7,14362,106,15543,,
dui lawyer cost,San Rafael,DUI-HighVolume-- San Rafael.xlsx,1,(415)259-4947 - San Rafael DUI Lawyer Fee Schedule,https://www.californiaduilawyers.co/marin-county-drunk-driving-lawyer/pricing_page.html,"DUI PRICES AS ADVERTISED. $5,000. $7,500. $7,500. Set up DMV hearing, Get ... San Rafael Drunk Driving Attorney · Sausalito DUI Attorney · Tiburon DUI Lawyer ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,californiaduilawyers.co,21,26,7,169,72,41129,,
dui lawyer cost,San Rafael,DUI-HighVolume-- San Rafael.xlsx,2,How much does a DUI lawyer cost? DUI Attorney Fees in San Rafael,https://sfcdui.com/san-rafael-dui-laws/how-much-does-a-dui-lawyer-cost-dui-attorney-fees-san-rafael-california/,The cost of a DUI lawyer in San Rafael depends on many variables. It is almost impossible to generalize since the variable factors can be quite distinct.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,sfcdui.com,7,19,-1,181,20,181,,
dui lawyer cost,San Rafael,DUI-HighVolume-- San Rafael.xlsx,3,San Rafael DUI Lawyer | FREE Consultation,https://www.burglin.com/san-rafael-dui-lawyer,San Rafael Drunk Driving Lawyer. Schedule Your Free Consultation. Legal Assistance for DUI Charges in San Rafael.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,burglin.com,19,30,1,5798,276,1358379,,
dui lawyer near me,San Rafael,DUI-HighVolume-- San Rafael.xlsx,1,"San Rafael Drunk Driving Lawyers | Robert Tayac, Attorney At Law",https://www.sanfranciscoduidefense.com/areas-we-serve/san-rafael/,"Contact the Law Office of Robert Tayac  When you hire the Law Office of Robert Tayac, you will know that you are retaining the services of a knowledgeable, experienced and trustworthy DUI defense team. Call San Rafael DUI attorney, Robert Tayac, at (415) 552-6000!",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,sanfranciscoduidefense.com,16,26,3,740,116,21908,,
dui lawyer near me,San Rafael,DUI-HighVolume-- San Rafael.xlsx,2,San Rafael Multiple DUI Lawyer | Call 415-729-7300 - Paul Burglin,https://www.burglin.com/san-rafael-multiple-dui-lawyer,"Have you been charged with a second or repeat drunk driving offense in San Rafael? Our board certified, experienced California DUI defense lawyer can help.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,burglin.com,19,30,1,5798,276,1358379,,
dwi attorney near me,San Rafael,DUI-HighVolume-- San Rafael.xlsx,1,"San Rafael Drunk Driving Lawyers | Robert Tayac, Attorney At Law",https://www.sanfranciscoduidefense.com/areas-we-serve/san-rafael/,"Contact the Law Office of Robert Tayac  When you hire the Law Office of Robert Tayac, you will know that you are retaining the services of a knowledgeable, experienced and trustworthy DUI defense team. Call San Rafael DUI attorney, Robert Tayac, at (415) 552-6000!",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,sanfranciscoduidefense.com,16,26,3,740,116,21908,,
dwi attorney near me,San Rafael,DUI-HighVolume-- San Rafael.xlsx,2,San Rafael Multiple DUI Lawyer | Call 415-729-7300 - Paul Burglin,https://www.burglin.com/san-rafael-multiple-dui-lawyer,"Have you been charged with a second or repeat drunk driving offense in San Rafael? Our board certified, experienced California DUI defense lawyer can help.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,burglin.com,19,30,1,5798,276,1358379,,
dwi lawyers,San Rafael,DUI-HighVolume-- San Rafael.xlsx,1,"San Rafael Drunk Driving Lawyers | Robert Tayac, Attorney At Law",https://www.sanfranciscoduidefense.com/areas-we-serve/san-rafael/,"If you have been arrested for DUI in San Rafael or a surrounding Marin County community, hiring a knowledgeable DUI Lawyer is the most important choice you can ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,sanfranciscoduidefense.com,16,26,3,740,116,21908,,
dwi lawyers,San Rafael,DUI-HighVolume-- San Rafael.xlsx,2,San Rafael DUI Lawyer | FREE Consultation,https://www.burglin.com/san-rafael-dui-lawyer,"For those charged with drunk driving in San Rafael, the DUI process is confusing. Our bay area defense lawyer can help. Board certified attorney who wrote ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,burglin.com,19,30,1,5798,276,1358379,,
dwi lawyers,San Rafael,DUI-HighVolume-- San Rafael.xlsx,3,Marin County DUI Attorney | The Law Office of Robert Tayac,https://www.marincountydui.com/,"It is important to know that when drivers are arrested for drunk driving in Marin County, they are usually charged with two or more separate criminal offenses.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,marincountydui.com,11,26,3,377,76,1858,,
dwi lawyer,San Rafael,DUI-HighVolume-- San Rafael.xlsx,1,San Rafael DUI Lawyer | FREE Consultation,https://www.burglin.com/san-rafael-dui-lawyer,"Contact Our San Rafael Drunk Driving Lawyer  Contact Burglin Law Offices, P.C. today at 415-729-7300 to schedule a free consultation. Our firm serves clients throughout Marin County and the greater Bay Area. Let us help you navigate the complexities of your case and move forward with confidence.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,burglin.com,19,30,1,5798,276,1358379,,
dwi lawyer,San Rafael,DUI-HighVolume-- San Rafael.xlsx,2,San Rafael Multiple DUI Lawyer | Call 415-729-7300 - Paul Burglin,https://www.burglin.com/san-rafael-multiple-dui-lawyer,"Have you been charged with a second or repeat drunk driving offense in San Rafael? Our board certified, experienced California DUI defense lawyer can help.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,burglin.com,19,30,1,5798,276,1358379,,
dwi lawyer,San Rafael,DUI-HighVolume-- San Rafael.xlsx,3,"San Rafael Drunk Driving Lawyers | Robert Tayac, Attorney At Law",https://www.sanfranciscoduidefense.com/areas-we-serve/san-rafael/,"Call San Rafael DUI attorney, Robert Tayac, at (415) 552-6000! Directions to our Law Office. 505 Montgomery Street, 11th Floor San Francisco, CA 94111. Areas We ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,sanfranciscoduidefense.com,16,26,3,740,116,21908,,
dwi lawyer cost,San Rafael,DUI-HighVolume-- San Rafael.xlsx,1,(415)259-4947 - San Rafael DUI Lawyer Fee Schedule,https://www.californiaduilawyers.co/marin-county-drunk-driving-lawyer/pricing_page.html,"DUI PRICES AS ADVERTISED. $5,000. $7,500. $7,500. Set up DMV hearing, Get police report and chemical ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,californiaduilawyers.co,21,26,7,169,72,41129,,
dwi lawyer cost,San Rafael,DUI-HighVolume-- San Rafael.xlsx,2,How much does a DUI lawyer cost? DUI Attorney Fees in San Rafael,https://sfcdui.com/san-rafael-dui-laws/how-much-does-a-dui-lawyer-cost-dui-attorney-fees-san-rafael-california/,The cost of DUI attorney will be influenced accordingly. DUI is a criminal offense in California.Having a criminal record can have lifelong consequences for ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,sfcdui.com,7,19,-1,181,20,181,,
dwi lawyer cost,San Rafael,DUI-HighVolume-- San Rafael.xlsx,3,San Rafael Multiple DUI Lawyer | Call 415-729-7300 - Paul Burglin,https://www.burglin.com/san-rafael-multiple-dui-lawyer,"Have you been charged with a second or repeat drunk driving offense in San Rafael? Our board certified, experienced California DUI defense lawyer can help.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,burglin.com,19,30,1,5798,276,1358379,,
oui lawyers near me,San Rafael,DUI-HighVolume-- San Rafael.xlsx,1,"San Rafael Drunk Driving Lawyers | Robert Tayac, Attorney At Law",https://www.sanfranciscoduidefense.com/areas-we-serve/san-rafael/,"Contact the Law Office of Robert Tayac  When you hire the Law Office of Robert Tayac, you will know that you are retaining the services of a knowledgeable, experienced and trustworthy DUI defense team. Call San Rafael DUI attorney, Robert Tayac, at (415) 552-6000!",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,sanfranciscoduidefense.com,16,26,3,740,116,21908,,
dwi lawyers near me,San Rafael,DUI-HighVolume-- San Rafael.xlsx,2,"San Rafael Drunk Driving Lawyers | Robert Tayac, Attorney At Law",https://www.sanfranciscoduidefense.com/areas-we-serve/san-rafael/,A knowledgeable DUI Lawyer can also provide you with the aggressive defense and legal counsel you will need to be successful in the Marin County court located ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,sanfranciscoduidefense.com,16,26,3,740,116,21908,,
ovi lawyers near me,San Rafael,DUI-HighVolume-- San Rafael.xlsx,2,San Rafael Multiple DUI Lawyer | Call 415-729-7300 - Paul Burglin,https://www.burglin.com/san-rafael-multiple-dui-lawyer,"Have you been charged with a second or repeat drunk driving offense in San Rafael? Our board certified, experienced California DUI defense lawyer can help.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,burglin.com,19,30,1,5798,276,1358379,,
local environmental attorneys for property contamination cases,San Rafael,EnvironmentalLaw-LongTail-- San Rafael.xlsx,3,Government - Hanson Bridgett LLP,https://www.hansonbridgett.com/Practices-Industries/government,"Key Contacts. Allison Schutte. Partner. San Rafael, CA. View all ... Contaminated Property. Environmental Law. Government. Municipal and ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,hansonbridgett.com,47,42,1,28383,1870,101457,,
industrial waste and environmental law attorneys nearby,San Rafael,EnvironmentalLaw-LongTail-- San Rafael.xlsx,2,Government - Hanson Bridgett LLP,https://www.hansonbridgett.com/Practices-Industries/government,"Environmental law; Financial and rate setting; Insurance recovery; Joint powers ... Key Contacts. Allison Schutte. Partner. San Rafael, CA.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,hansonbridgett.com,47,42,1,28383,1870,101457,,
water contamination lawsuit attorney near me,San Rafael,EnvironmentalLaw-LongTail-- San Rafael.xlsx,3,"Marin County Attorney | Burke, Williams & Sorensen, LLP",https://www.bwslaw.com/locations/marin-county/,"Burke, Williams & Sorensen, LLP 181 Third Street Suite 200 San Rafael, CA 94901-6587 415.755.2600 415.482.7542 FAX",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,bwslaw.com,32,44,1,6215,1496,1709102,,
attorney medical malpractice near me,San Rafael,Malpractice-LongTail -- San Rafael.xlsx,3,"San Rafael Medical Malpractice Lawyer | Dolan Law Firm, PC",https://dolanlawfirm.com/san-rafael-medical-malpractice-lawyer/,"If you are a victim of medical malpractice, it can feel like you have nowhere to turn. Turn to Dolan Law Firm today for a free consultation.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,dolanlawfirm.com,42,48,-1,24629,2637,24699,,
affordable medical malpractice attorneys in san rafael,San Rafael,Malpractice-LongTail -- San Rafael.xlsx,2,"San Rafael Medical Malpractice Lawyer | Dolan Law Firm, PC",https://dolanlawfirm.com/san-rafael-medical-malpractice-lawyer/,"We also work on a contingency fee basis, so you do not have to worry about fees until there is a decision in your case. To schedule a free consultation, contact ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,dolanlawfirm.com,42,48,-1,24629,2637,24699,,
best legal representation for medical malpractice in san rafael,San Rafael,Malpractice-LongTail -- San Rafael.xlsx,3,"San Rafael Medical Malpractice Lawyer | Dolan Law Firm, PC",https://dolanlawfirm.com/san-rafael-medical-malpractice-lawyer/,"If you are a victim of medical malpractice, it can feel like you have nowhere to turn. Turn to Dolan Law Firm today for a free consultation.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,dolanlawfirm.com,42,48,-1,24629,2637,24699,,
best lawyer for medical malpractice near me,San Rafael,Malpractice-LongTail -- San Rafael.xlsx,3,"San Rafael Medical Malpractice Lawyer | Dolan Law Firm, PC",https://dolanlawfirm.com/san-rafael-medical-malpractice-lawyer/,"If you are a victim of medical malpractice, it can feel like you have nowhere to turn. Turn to Dolan Law Firm today for a free consultation.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,dolanlawfirm.com,42,48,-1,24629,2637,24699,,
best medical malpractice lawyer in san rafael,San Rafael,Malpractice-LongTail -- San Rafael.xlsx,3,"San Rafael Medical Malpractice Lawyer | Dolan Law Firm, PC",https://dolanlawfirm.com/san-rafael-medical-malpractice-lawyer/,"If you are a victim of medical malpractice, it can feel like you have nowhere to turn. Turn to Dolan Law Firm today for a free consultation.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,dolanlawfirm.com,42,48,-1,24629,2637,24699,,
experienced medical malpractice lawyer in san rafael,San Rafael,Malpractice-LongTail -- San Rafael.xlsx,3,"San Rafael Medical Malpractice Lawyer | Dolan Law Firm, PC",https://dolanlawfirm.com/san-rafael-medical-malpractice-lawyer/,Our medical malpractice lawyers in San Rafael are experienced and willing to fight. Criteria For Malpractice Is Specific. In order to show that medical ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,dolanlawfirm.com,42,48,-1,24629,2637,24699,,
birth injury lawyers in san rafael,San Rafael,Malpractice-LongTail -- San Rafael.xlsx,1,"Birth Injury Lawyer in San Rafael, CA - Moseley Collins",https://www.moseleycollins.com/birth-injury-lawyer-in-san-rafael-ca.html,"Contact Moseley Collins Law  If your family has been affected by a birth injury in San Rafael or surrounding areas, contact us at 800-426-5546 for a free consultation.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,moseleycollins.com,55,45,1,67248,2312,357092,,
birth injury lawyers in san rafael,San Rafael,Malpractice-LongTail -- San Rafael.xlsx,3,Kuvara Law Firm: San Rafael Personal Injury Lawyer,https://www.kuvaralawfirm.com/,"Looking for a trusted personal injury lawyer in San Rafael, CA? Contact Kuvara Law Firm for a free consultation. No upfront fees. 1-800-4-INJURY.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,kuvaralawfirm.com,28,37,1,9394,522,56496,,
hospital negligence lawyers near me,San Rafael,Malpractice-LongTail -- San Rafael.xlsx,2,"San Rafael Medical Malpractice Lawyer | Dolan Law Firm, PC",https://dolanlawfirm.com/san-rafael-medical-malpractice-lawyer/,"If you are a victim of medical malpractice, it can feel like you have nowhere to turn. Turn to Dolan Law Firm today for a free consultation.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,dolanlawfirm.com,42,48,-1,24629,2637,24699,,
hospital negligence lawyers near me,San Rafael,Malpractice-LongTail -- San Rafael.xlsx,3,San Rafael Medical Malpractice Lawyers - Moseley Collins,https://www.moseleycollins.com/san-rafael-ca-medical-malpractice-lawyer-hospital-negligence.html,"Call 800-426-5546 for a free hospital negligence case assessment, or contact us online. Our San Rafael medical malpractice lawyers respond promptly to start ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,moseleycollins.com,55,45,1,67248,2312,357092,,
lawsuit against a hospital attorney near me,San Rafael,Malpractice-LongTail -- San Rafael.xlsx,2,San Rafael Medical Malpractice Lawyers - Moseley Collins,https://www.moseleycollins.com/san-rafael-ca-medical-malpractice-lawyer-hospital-negligence.html,"Call 800-426-5546 for a free hospital negligence case assessment, or contact us online. Our San Rafael medical malpractice lawyers respond promptly to start ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,moseleycollins.com,55,45,1,67248,2312,357092,,
